ano,id_municipio,id_municipio_nome,id_escola,id_aluno,caderno,serie,rede,presenca,preenchimento_caderno,alfabetizado,proficiencia,peso_aluno
2023,3300902,Cambuci,60023576,33052267,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4119954,Pontal do Paraná,60033768,41088875,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,771.23,1.21
2024,3107406,Bom Despacho,60018487,31184581,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4119152,Pinhais,60034071,41011838,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,728.6939,1.131893
2023,1505403,Ourém,60002783,15036947,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,742.7990477,1.1648542
2024,1100205,Porto Velho,60000256,11011490,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,772.78,1.04
2023,2304400,Fortaleza,60009123,23006386,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,784.5082283,1.0206445
2023,2100303,Aldeias Altas,60006009,21040324,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,763.9798544,1.0261892
2023,4205456,Forquilhinha,60036355,42030315,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4304606,Canoas,60037252,43062848,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,751.9729987,0.8762779
2023,4314407,Pelotas,60038331,43097402,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,750.0832484,1.0309061
2023,1303304,Novo Aripuanã,60000973,13052377,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,760.060024,1.099298
2024,2211001,Teresina,60006556,22010635,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,795.04,1.0
2023,3304557,Rio de Janeiro,60025958,33123812,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,734.6302493,1.2503219
2024,3201506,Colatina,60022303,32034154,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,800.47,1.04
2023,3119401,Coronel Fabriciano,60021362,31015843,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,745.5473,0.7531801
2023,4208906,Jaraguá do Sul,60035997,42052708,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,794.1864317,1.3288591
2023,4117909,Palotina,60033057,41120911,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,796.5106713,1.0872985
2024,2112209,Timon,60005905,21064953,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,792.94,1.0
2024,4101804,Araucária,60034307,41131670,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3515004,Embu das Artes,60029493,35332264,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3304557,Rio de Janeiro,60025311,33124973,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,861.268,0.8441558
2024,3509700,Campos do Jordão,60028345,35131582,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,638.2972226,1.0416667
2024,3133758,Itaú de Minas,60021514,31091538,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,779.64,1.0
2023,2304004,Coreaú,60007488,23081658,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,870.2991028,1.1538462
2024,2919207,Lauro de Freitas,60015938,29137456,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,733.99,1.0
2023,2901601,Antas,60015763,29063736,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4308607,Garibaldi,60037728,43031575,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,760.3261,1.198048
2024,4103107,Bocaiúva do Sul,60033998,41064169,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,670.06,1.08
2023,4300604,Alvorada,60036850,43069028,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,747.677336,1.0774517
2024,3547809,Santo André,60026147,35311186,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,719.1359121,1.0909091
2023,5003702,Dourados,60040407,50573240,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,783.44,1.0
2023,2919553,Luís Eduardo Magalhães,60018230,29049234,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,688.8372717,1.162093
2024,3165305,São Vicente de Minas,60021249,31156570,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,789.16,1.11
2024,3151800,Poços de Caldas,60020790,31010685,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,731.11,1.0
2023,4108809,Guaíra,60033026,41119536,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,783.4529006,1.3952886
2024,2800308,Aracaju,60014565,28017288,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,712.06,1.26
2024,5003702,Dourados,60040044,50023026,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2202133,Campo Grande do Piauí,60006866,22020201,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,819.5865499,1.0198432
2023,2313104,Tabuleiro do Norte,60008666,23098286,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,750.3584066,0.9322407
2023,5206206,Cristalina,60042358,52032267,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,660.5343013,1.1195224
2024,5210406,Itaberaí,60041975,52056415,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,774.06,1.06
2024,2304400,Fortaleza,60009466,23079892,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,775.2,1.0
2023,4320107,Sarandi,60039315,43087278,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4203204,Camboriú,60036281,42017645,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3200607,Aracruz,60022406,32023167,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,791.57,1.28
2024,3550308,São Paulo,60029820,35348041,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,692.2176441,1.25
2023,2507507,João Pessoa,60011622,25008061,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,697.0061024,1.053259
2024,3534401,Osasco,60030297,35306293,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,721.1085352,1.15
2024,1508100,Tucuruí,60002988,15099355,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,778.39,1.26
2023,2308104,Mauriti,60008871,23068927,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,833.1791166,1.0769231
2024,3515707,Ferraz de Vasconcelos,60029845,35324422,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,704.515962,1.0625
2023,1505502,Paragominas,60002511,15067959,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,785.9520433,0.7720943
2023,1500800,Ananindeua,60002983,15013894,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,4213153,Planalto Alegre,60035615,42025557,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,775.4250294,1.1938773
2024,3524303,Jaboticabal,60030801,35086276,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,756.258748,1.0
2024,2704302,Maceió,60014000,27016202,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,803.46,1.14
2023,5108006,Tapurah,60041275,51041629,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,717.39,1.04
2024,3304557,Rio de Janeiro,60025622,33136904,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,790.07,1.06
2024,4316907,Santa Maria,60038339,43076348,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,779.7064894,1.6923077
2023,2928059,Santa Luzia,60017219,29017376,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,738.6352477,1.2134002
2024,4104006,Campina Grande do Sul,60033403,41131102,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,690.57,1.06
2024,3151206,Pirapora,60021536,31142623,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,762.01,1.19
2024,4208450,Itapoá,60036173,42041097,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,749.76,1.44
2024,3533908,Olímpia,60029142,35021625,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,821.514298,1.0454545
2023,2614808,Tacaratu,60011962,26074862,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,720.4103774,0.9090909
2023,1508001,Tomé-Açu,60002891,15096525,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,763.2507563,1.0569566
2024,3552502,Suzano,60030424,35329289,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,763.1138377,1.1153846
2023,3164472,São Sebastião do Anta,60021800,31032713,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,750.3473,0.9629903
2023,1505403,Ourém,60003494,15036932,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,780.6217864,1.1857004
2023,3170909,Varzelândia,60019257,31152836,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,670.1200283,1.1955742
2023,5002704,Campo Grande,60040283,50400930,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,733.0,1.0
2023,4303509,Camaquã,60037136,43020852,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,741.3375118,1.0944636
2023,4211108,Monte Castelo,60036295,42068111,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,745.6797507,1.4610094
2023,2313757,Umirim,60007809,23066910,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,722.1549297,0.4949495
2023,4204152,Celso Ramos,60036563,42019526,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,768.7197813,1.1135551
2024,2312908,Sobral,60009087,23035527,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,831.98,1.0
2023,1502400,Castanhal,60003235,15039351,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,761.2237361,1.8027483
2023,2932200,Ubaitaba,60017225,29023080,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,696.0759421,1.1377134
2024,4125506,São José dos Pinhais,60033707,41100337,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,751.52,1.15
2024,3550308,São Paulo,60026861,35413605,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,656.5642378,1.0740741
2024,5208707,Goiânia,60041118,52000432,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,771.18,1.04
2024,3513801,Diadema,60027528,35256182,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3131307,Ipatinga,60020709,31034735,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,839.5762958,0.9111871
2023,4109401,Guarapuava,60034620,41071094,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,694.8196066,0.9752656
2024,5201405,Aparecida de Goiânia,60041649,52018624,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,650.92,1.08
2024,2403251,Parnamirim,60010009,24016496,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,724.83,1.6
2023,1501402,Belém,60001772,15022241,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3205101,Viana,60023046,32024747,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,769.7655315,1.5730999
2024,4113700,Londrina,60032195,41135420,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3550308,São Paulo,60030497,35343729,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,735.8468427,1.2
2023,3143104,Monte Carmelo,60022289,31122687,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,677.7371,1.009868
2023,3304904,São Gonçalo,60025698,33139803,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3157807,Santa Luzia,60021100,31101337,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,757.4502,0.8839987
2024,3201308,Cariacica,60022569,32017984,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,679.93,1.0
2024,3530805,Mogi Mirim,60030542,35126482,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,806.3990448,1.0555556
2024,2100956,Arame,60005078,21048804,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,783.08,1.0
2024,4127700,Toledo,60032663,41101295,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,779.98,1.37
2024,2516508,Taperoá,60011226,25030100,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,5005400,Maracaju,60039920,50024464,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,1505536,Parauapebas,60002881,15070414,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,718.2880966,1.4647586
2024,1302603,Manaus,60001454,13052351,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,781.46,1.11
2023,2910727,Eunápolis,60017270,29125978,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,737.1068569,1.0772081
2024,3304904,São Gonçalo,60025025,33080853,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,731.16,1.19
2024,2614006,Serrita,60013195,26056252,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,763.54,1.05
2024,2700508,Barra de Santo Antônio,60013609,27004729,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,758.11,1.0
2023,4104808,Cascavel,60033138,41033036,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,1100205,Porto Velho,60000305,11012021,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,703.96,1.14
2024,1100080,Costa Marques,60000052,11020542,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,751.74,1.0
2024,4202305,Biguaçu,60034445,42006849,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,729.09,1.43
2024,4209102,Joinville,60034820,42052261,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,773.87,1.18
2023,2508307,Lagoa Seca,60011062,25025872,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,760.8487934,1.2857143
2024,2208403,Piripiri,60006331,22006730,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,702.58,1.0
2023,4204301,Concórdia,60035565,42026275,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,750.5848595,1.2651718
2024,2103901,Duque Bacelar,60005344,21039683,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,783.35,1.07
2023,3162708,São João do Paraíso,60021979,31019791,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,762.5434,0.6612267
2024,5102504,Cáceres,60040456,51004826,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,760.64,1.0
2023,4308201,Flores da Cunha,60037707,43094116,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,837.331727,1.1159518
2023,2704302,Maceió,60013976,27025293,11,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,5003207,Corumbá,60040183,50523200,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,741.81,1.0
2024,4104006,Campina Grande do Sul,60033404,41010153,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,786.54,1.16
2024,3503604,Areiópolis,60029370,35028986,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,763.0374509,1.0434783
2023,2106706,Mirador,60005690,21057533,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,795.7509761,1.4645901
2023,2101103,Axixá,60004319,21015656,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,821.4572694,1.0446429
2023,1501402,Belém,60002848,15025766,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,2701902,Chã Preta,60013504,27007168,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,801.48,1.05
2024,3303500,Nova Iguaçu,60024281,33149684,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.06,1.81
2023,2513109,Salgado de São Félix,60011122,25038148,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,2611606,Recife,60012826,26054266,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,796.0810086,0.96
2024,2301109,Aracati,60008453,23041042,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,839.45,1.07
2023,5208707,Goiânia,60041874,52005811,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,783.6573296,2.2614294
2024,4308102,Feliz,60037183,43024399,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,717.4361664,1.25
2023,2709301,União dos Palmares,60013861,27021125,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,820.5089112,0.9791667
2024,4301305,Arroio Grande,60036429,43043111,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Não,737.7818671,1.375
2024,3106200,Belo Horizonte,60018135,31075418,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3305109,São João de Meriti,60025518,33144078,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,669.7601,1.523109
2023,3170206,Uberlândia,60021139,31111456,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,740.8207,1.284361
2023,2607901,Jaboatão dos Guararapes,60013443,26046863,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,750.3200313,0.9833237
2024,3300456,Belford Roxo,60024007,33009402,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,667.07,1.69
2024,1505064,Novo Repartimento,60002621,15051436,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,654.12,3.1
2023,4106902,Curitiba,60034040,41052447,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,800.1578286,1.2173115
2024,3303302,Niterói,60024273,33054919,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,744.47,1.21
2023,2804805,Nossa Senhora do Socorro,60014935,28180459,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,682.5,1.0
2023,2101202,Bacabal,60004894,21046627,12,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,780.2517713,0.831173
2023,2923803,Paripiranga,60015798,29063569,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,787.754623,1.0039216
2023,1303908,São Paulo de Olivença,60000976,13057337,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,726.5938428,1.5796108
2023,2923704,Paratinga,60015241,29007198,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,706.7956746,1.1043137
2023,3203205,Linhares,60023507,32028771,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,748.8992438,1.2209879
2023,4128203,União da Vitória,60033696,41128672,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,721.6131561,1.1985751
2024,1500305,Afuá,60003156,15002734,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,686.42,1.03
2024,4104907,Castro,60032505,41137360,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,767.5,1.24
2023,3200607,Aracruz,60022789,32025722,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.7666408,0.9761905
2024,3550308,São Paulo,60031614,35387043,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,794.6721167,1.1153846
2023,3170107,Uberaba,60020407,31080540,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,694.3854898,1.0770116
2023,3106200,Belo Horizonte,60018410,31097669,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,1506195,Rurópolis,60002785,15082598,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3134400,Iturama,60021261,31182404,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3304557,Rio de Janeiro,60025029,33101576,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,689.5791,1.548914
2023,3306008,Três Rios,60025904,33150507,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,749.7333,1.433547
2023,5208707,Goiânia,60041872,52005660,12,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,3543402,Ribeirão Preto,60030556,35158129,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2023,3135209,Januária,60019209,31138310,10,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,798.3499744,1.4760464
2024,3169901,Ubá,60021069,31024081,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,752.04,1.15
2023,3170206,Uberlândia,60020513,31149882,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,854.1302779,0.9430883
2023,2313500,Trairi,60007735,23065820,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,799.8403935,1.0237171
2024,3530607,Mogi das Cruzes,60030866,35298417,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,708.0070354,1.0714286
2024,5208004,Formosa,60041326,52025542,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,700.85,1.0
2023,2100907,Araioses,60005130,21065455,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,720.8599932,1.0952381
2023,4108304,Foz do Iguaçu,60033234,41059858,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,808.2857672,1.0826492
2024,3523404,Itatiba,60028091,35100773,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,838.5557152,1.0416667
2024,5300108,Brasília,60042464,53008585,1,2° ano do Ensino Fundamental,Estadual,Ausente,Prova não preenchida,Não,,
2023,2100055,Açailândia,60004793,21033550,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,783.137861,1.3485425
2023,3106200,Belo Horizonte,60018330,31054645,1,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,812.7803,0.9954199
2023,5219753,Santo Antônio do Descoberto,60042293,52077911,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,731.4965727,1.1630987
2023,2607901,Jaboatão dos Guararapes,60012706,26043495,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,719.454962,1.04
2023,4309209,Gravataí,60037829,43074675,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,760.6135751,1.4087073
2023,3200607,Aracruz,60023424,32026172,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,757.4367207,1.259542
2024,3557006,Votorantim,60028237,35231431,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,771.7011831,1.1428571
2023,4106902,Curitiba,60033929,41043438,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,758.2819,1.248055
2023,3106200,Belo Horizonte,60020896,31105557,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,794.1581,1.481294
2023,3106705,Betim,60022148,31134520,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,738.5335478,0.9902898
2024,3147402,Paraopeba,60020575,31066575,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,733.13,1.1
2024,3303500,Nova Iguaçu,60024299,33062131,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,5203559,Bonfinópolis,60042103,52021178,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,798.76,1.07
2024,3121001,Datas,60021341,31015645,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,804.15,1.06
2024,4315107,Porto Xavier,60038140,43079329,11,2° ano do Ensino Fundamental,Estadual,Presente,Prova preenchida,Sim,833.0205251,1.0
2023,2103505,Colinas,60005355,21056793,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,751.8330687,1.1116512
2023,4211900,Palhoça,60036744,42100017,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,772.0251014,1.7898783
2023,4211405,Nova Erechim,60036425,42025442,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,747.2879096,1.361144
2023,2204709,Inhuma,60006631,22034697,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,742.8744693,1.0121752
2023,2611533,Quixaba,60011795,26062998,1,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,1302900,Maués,60000990,13016901,10,2° ano do Ensino Fundamental,Municipal,Ausente,Prova não preenchida,Não,,
2024,4106902,Curitiba,60033531,41029606,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,779.79,1.16
2023,2933307,Vitória da Conquista,60017536,29082189,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,738.6171066,0.8815272
2023,2615003,Taquaritinga do Norte,60013083,26008056,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,771.1127003,0.9527847
2023,4310207,Ijuí,60037898,43084279,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,809.1421984,1.0521044
2023,5217609,Planaltina,60042043,52067255,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,748.2227633,1.1947292
2024,4107207,Dois Vizinhos,60032916,41054998,10,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,731.47,1.17
2023,1501402,Belém,60002919,15024659,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,736.6406489,1.6002919
2024,4211306,Navegantes,60036297,42061617,11,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Sim,766.5,1.99
2023,4315602,Rio Grande,60038690,43035729,1,2° ano do Ensino Fundamental,Municipal,Presente,Prova preenchida,Não,732.0340384,1.919959
